,Question,Correct
1180,Buddhism is primarily practiced in the Middle East.,False
1181,The Bible is the holy book in Islam.,False
1182,Confucianism originated in China.,True
1183,The Torah is the holy book of Judaism.,True
1184,Sikhism is the fifth-largest religion in the world.,True
1185,Scientology is recognized as a religion in all countries.,False
1186,The founder of Islam is Muhammad.,True
1187,Shamanism is a form of polytheism.,False
1188,Taoism encourages individuals to move with the flow of nature.,True
1189,The ancient Mayan religion is still practiced by indigenous people in present-day Mexico.,True
1190,Jainism is an atheist religion.,False
1191,Islam is the only religion that recognizes Jesus as a prophet.,False
1192,Bahá'í is a monotheistic religion that originated in Persia.,True
1193,The Wiccan Rede is a central tenet of Christianity.,False
1194,Zen Buddhism originated in Japan.,True
1195,The Rastafari movement began in Jamaica.,True
1196,Zoroastrianism is the oldest monotheistic religion.,True
1197,Satanism teaches the worship of the devil.,False
1198,Native American spirituality believes in a balance between nature and the spiritual world.,True
1199,Paganism is a religion that existed before the arrival of Christianity.,True
1200,"Judaism, Christianity, and Islam are considered Abrahamic religions.",True
1201,Taoism and Confucianism originated in the same country.,True
1202,Hinduism is a monotheistic religion.,False
1203,Atheism is the belief in gods or deities.,False
1204,Scientology was founded by L. Ron Hubbard.,True
1205,Shintoism is primarily practiced in South Korea.,False
1206,The Dalai Lama is the spiritual leader of Tibetan Buddhism.,True
1207,The Pope is the supreme leader of Protestant Christianity.,False
1208,The Five Pillars of Islam are the foundation of Muslim belief.,True
1209,Martin Luther is considered the founder of Calvinism.,False
1210,Roman Catholicism is the largest Christian denomination.,False
1211,Taoism is a form of animism.,False
1212,Sikhism teaches the belief in one god.,True
1213,The Swastika is a symbol associated with Judaism.,False
1214,Scientology believes in the existence of aliens.,True
1215,Jainism believes in the concept of nonviolence.,True
1216,The Holy Trinity is a central doctrine in Hinduism.,False
1217,Falun Gong is a form of martial arts that originated in China.,False
1218,The Bible is divided into Old and New Testaments.,True
1219,The Eightfold Path is a central teaching in Buddhism.,True
1220,The Koran is the holy book of Judaism.,False
1221,The Ten Commandments are central to Judaism and Christianity.,True
1222,The Church of Jesus Christ of Latter-Day Saints is commonly known as the Mormon Church.,True
1223,The deity Ganesha is associated with Hinduism.,True
1224,"The term ""Guru"" refers to a spiritual teacher in Sikhism.",True
1225,The traditional attire of a Buddhist monk includes a saffron-colored robe.,True
1226,The Star of David is a symbol associated with Islam.,False
1227,Satanism is an ancient religion that predates Christianity.,False
1228,Jainism acknowledges the existence of multiple deities.,True
1229,The Bahá'í faith emphasizes the unity of all religions.,True
1230,Hinduism is the oldest organized religion in the world.,True
1231,Steve Jobs was a co-founder of Apple.,True
1232,Oprah Winfrey is a media personality.,True
1233,J.K. Rowling wrote the book series Harry Potter.,True
1234,Albert Einstein was a physicist.,True
1235,William Shakespeare was an English playwright and poet.,True
1236,Lady Gaga is a singer.,True
1237,Taylor Swift is a country singer.,False
1238,Elvis Presley was a rock and roll singer.,True
1239,"Michael Jackson was known as the ""King of Pop.""",True
1240,Beyoncé is a rapper.,False
1241,Barack Obama served as the 44th US president.,True
1242,Mahatma Gandhi was an Indian political and civil rights leader.,True
1243,Martin Luther King Jr. was an American civil rights activist and Baptist minister.,True
1244,Emma Watson portrayed the character of Hermione Granger in the Harry Potter movie franchise.,True
1245,Kim Kardashian is a former First Lady of the United States.,False
1246,Angelina Jolie is an American actress and filmmaker.,True
1247,Ellen DeGeneres is a television show host and comedian.,True
1248,Ryan Reynolds is a French actor.,False
1249,"Marilyn Monroe was an American actress, model, and singer.",True
1250,Adele is a Grammy-winning singer-songwriter known for her soulful voice.,True
1251,Freddie Mercury was a British singer-songwriter and the lead vocalist of the rock band Queen.,True
1252,Bob Marley was a Jamaican singer-songwriter who popularized reggae music.,True
1253,"Nelson Mandela was a South African anti-apartheid revolutionary, political leader, and philanthropist who served as President of South Africa.",True
1254,"Stephen Hawking was an English theoretical physicist, cosmologist, and author.",True
1255,Mark Zuckerberg is the CEO of Amazon.,False
1256,Shakira is a Russian singer.,False
1257,Will Smith is an Australian actor.,False
1258,"Elvis Presley was known as the ""King of Rock"".",False
1259,"Dwayne ""The Rock"" Johnson is a professional boxer.",False
1260,Beyoncé's husband is Jay-Z.,True
1261,"Rihanna is an American singer, songwriter, and actress.",True
1262,Jackie Chan is a Japanese martial artist.,False
1263,Katy Perry is married to actor Orlando Bloom.,True
1264,Serena Williams is a famous English athlete.,False
1265,Simon Cowell is a British music producer and television personality.,True
1266,Drake is a Mexican rapper and singer.,False
1267,Tom Cruise starred in the movie Harry Potter and the Philosopher's Stone.,False
1268,Julia Roberts is a British actress.,False
1269,Ariana Grande is a French-American singer.,False
1270,Tiger Woods is a professional football player.,False
1271,Keanu Reeves is a Canadian actor.,True
1272,Bruce Lee was a Vietnamese-American martial artist and actor.,False
1273,Arnold Schwarzenegger was a professional boxer.,False
1274,David Beckham is a French footballer.,False
1275,Leonardo DiCaprio starred in Titanic.,True
1276,"Johnny Depp is an American actor, producer, and musician.",True
1277,Emma Stone was awarded the Academy Award for Best Actress for her performance in La La Land.,True
1278,"Sylvester Stallone is an American actor, director, producer, and screenwriter.",True
1279,The Carnival of Brazil is one of the most famous cultural events in the world.,True
1280,Oktoberfest is a festival that originated in Germany.,True
1281,The Day of the Dead is celebrated mainly in Mexico.,True
1282,La Tomatina is a Spanish festival where people throw tomatoes at each other.,True
1283,The Chinese New Year is celebrated at the end of February.,False
1284,The Running of the Bulls is a traditional Spanish event that takes place in Barcelona.,False
1285,The Rio de Janeiro Carnival usually takes place in February or March.,True
1286,"The Holi festival, also known as the festival of colors, is celebrated in India.",True
1287,The Edinburgh Fringe Festival is held in Scotland every year.,True
1288,"The Mardi Gras festival is also known as ""Fat Tuesday"".",True
1289,Hanukkah is a Jewish festival that celebrates the miracle of oil.,True
1290,The Diwali festival is celebrated in India and symbolizes the victory of light over darkness.,True
1291,The Saint Patrick's Day parade is only celebrated in Ireland.,False
1292,Christmas is a cultural event celebrated worldwide.,True
1293,The Bastille Day is the French National Day.,True
1294,"The Cherry Blossom Festival is celebrated in Washington, D.C.",True
1295,The La Mercè festival is celebrated in Barcelona.,True
1296,The Holi festival is celebrated by throwing colored powder and water on each other.,True
1297,The New Orleans Jazz & Heritage Festival is held in Louisiana.,True
1298,The Diwali festival is celebrated mainly in the USA.,False
1299,The La Tomatina festival takes place in the Valencian town of Buñol.,True
1300,The Day of the Dead is a Mexican holiday that honors deceased loved ones.,True
1301,The Edinburgh Fringe Festival is the largest arts festival in the world.,True
1302,"Oktoberfest is a beer festival that originated in Munich, Germany.",True
1303,Saint Patrick's Day is only celebrated in Ireland.,False
1304,The Chinese New Year is celebrated in January or early February.,True
1305,The Carnival of Rio de Janeiro is a festival that began in the United States.,False
1306,The Holi festival takes place in Mexico.,False
1307,The Diwali festival is celebrated in Pakistan.,False
1308,The Edinburgh Fringe Festival is a food festival.,False
1309,The New Orleans Jazz & Heritage Festival is held in California.,False
1310,La Tomatina is a traditional Italian festival.,False
1311,The Cherry Blossom Festival takes place in New York City.,False
1312,The Day of the Dead is a celebration of life.,False
1313,The Bastille Day is the English National Day.,False
1314,Oktoberfest is a festival that originated in France.,False
1315,Christmas is a religious event celebrated only by Christians.,False
1316,The Mardi Gras festival is only celebrated in Brazil.,False
1317,The Rio Carnival takes place in December.,False
1318,The Edinburgh Fringe Festival takes place in the United States.,False
1319,The Diwali festival is celebrated exclusively in India's Hindu community.,False
1320,The La Tomatina festival takes place in Madrid.,False
1321,The Holi festival symbolizes the victory of darkness over light.,False
1322,The Festival of Lights is another name for the La Tomatina festival.,False
1323,The New Orleans Jazz & Heritage Festival celebrates rock music.,False
1324,"The Day of the Dead is celebrated in many countries, including the United States.",False
1325,The Bastille Day celebrates the storming of the White House.,False
1326,Oktoberfest is a festival that originated in Austria.,False
1327,The Edinburgh Fringe Festival is the largest science festival in the world.,False
1328,Cars can run on multiple fuels.,True
1329,Cars with automatic transmissions do not need a clutch.,True
1330,A sedan is a type of car with four doors.,True
1331,The first automobile was invented in the late 19th century.,True
1332,All cars have four wheels.,True
1333,Regular maintenance is important for cars to perform well and last longer.,True
1334,Four-wheel drive vehicles provide better traction on slippery roads.,True
1335,The driver's side is always the left side of the car.,True
1336,It is illegal to drive a car without insurance.,True
1337,The speed limit on highways in the United States is typically 65-70 miles per hour.,True
1338,Airbags are a standard safety feature in all cars.,True
1339,"The higher the horsepower, the faster a car can go.",True
1340,All cars have rearview mirrors.,True
1341,All cars have brakes to stop the vehicle.,True
1342,Most cars use gasoline or diesel as their primary fuel source.,True
1343,Sports cars are designed for speed and handling.,True
1344,The most common type of car transmission is an automatic transmission.,True
1345,Seat belts are required to be worn by law in most countries.,True
1346,Road signs and signals help drivers navigate and determine safe driving behaviors.,True
1347,"In the United States, cars drive on the right side of the road.",True
1348,Trucks are generally more fuel-efficient than cars.,True
1349,The Ford Model T was the first car to be mass-produced.,True
1350,A hybrid car uses both gasoline and electricity to power its engine.,True
1351,Crumple zones in cars help to absorb the energy of a collision and minimize the impact on passengers.,True
1352,It is legal to drive a car without a valid driver's license.,False
1353,Cars do not have seat belts installed in them.,False
1354,Electric cars have a lower range compared to gasoline-powered cars.,False
1355,It is legal to drive a car while under the influence of drugs or alcohol.,False
1356,"When approaching a stop sign, it is not necessary to come to a complete stop.",False
1357,Two-wheel drive cars provide better traction on slippery roads.,False
1358,All cars are required to have a steering wheel.,False
1359,Rear-wheel drive cars are more fuel-efficient than front-wheel drive cars.,False
1360,It is legal to use a cell phone while driving in all situations.,False
1361,Only luxury cars have heated seats.,False
1362,All cars have the same number of gears in their transmissions.,False
1363,All cars have the same fuel efficiency.,False
1364,It is legal to drive a car that produces excessive amounts of pollution.,False
1365,SUVs are generally more fuel-efficient than sedans.,False
1366,Only expensive cars have air conditioning.,False
1367,It is not necessary to wear a helmet while riding a motorcycle.,False
1368,The maximum speed limit on any road in the United States is 100 miles per hour.,False
1369,Cars that are red are more likely to be pulled over by police.,False
1370,It is legal for cars to drive on the left side of the road in the United States.,False
1371,Cars that are heavier are always harder to stop than lighter cars.,False
1372,It is legal to modify a car's exhaust system to make it louder.,False
1373,Cars with manual transmissions are more fuel-efficient than cars with automatic transmissions.,False
1374,The speed limit on highways in the United States is typically over 100 miles per hour.,False
1375,It is legal to run a red light if there are no other cars around.,False
1376,"Photography is the art, application, and practice of creating still or moving pictures",True
1377,"The word photography comes from Greek and literally means ""drawing with light""",True
1378,The first photograph was taken with a camera in the year 1826,True
1379,The aperture controls the amount of light that enters the camera,True
1380,Shutter speed determines how long the camera sensor is exposed to light,True
1381,ISO measures the sensitivity of the camera to light,True
1382,Depth of field refers to the range of distance that appears acceptably sharp in a photograph,True
1383,Focal length is the distance between the lens and the camera sensor,True
1384,The rule of thirds is a compositional rule that suggests dividing the image into nine equal parts using two horizontal and two vertical lines,True
1385,The megapixel count of a camera determines the resolution of the image,True
1386,The histogram is a graph that shows the distribution of brightness values in an image,True
1387,The flash is used to illuminate a subject when there isn't enough natural light,True
1388,Camera lenses have a focal point and can capture light at a specific angle,True
1389,The monochrome mode makes the camera take black-and-white photographs,True
1390,"In photography, RAW is a file format that is used to capture unprocessed images",True
1391,Telephoto lenses have a narrow field of view and are useful for shooting subjects at a distance,True
1392,A polarizing filter can help reduce reflections and glare in images,True
1393,Bokeh refers to the aesthetic quality of the blur produced in the out-of-focus parts of a photograph,True
1394,A prime lens has a fixed focal length and cannot zoom in or out,True
1395,"Automatic mode on a camera automatically sets the shutter speed, aperture, and ISO for the user",True
1396,A tripod can help stabilize the camera and reduce blur in images,True
1397,Depth of field is affected by the aperture setting on the camera,True
1398,Red-eye can occur when the flash is too close to the camera lens,True
1399,The viewfinder on a camera provides a method to preview the image that will be captured,True
1400,A white balance setting adjusts the color temperature of the image to match the lighting conditions,True
1401,Shutter speed determines the amount of light that enters the camera.,False
1402,"The lower the aperture number, the smaller the opening in the lens.",False
1403,Increasing the ISO will always result in a better image quality.,False
1404,Macro lenses are best for capturing images of distant objects.,False
1405,A camera flash is always needed when taking photos in low light.,False
1406,A tripod is useful only for video recording but not for still photography.,False
1407,You cannot take good outdoor photos on a cloudy day.,False
1408,DSLR cameras have less features than point-and-shoot cameras.,False
1409,A high megapixel count always guarantees better image quality.,False
1410,Bokeh is not important in photography and can be easily corrected in post-processing.,False
1411,It's not necessary to pay attention to the background when taking a photograph.,False
1412,The rule of thirds is a mere suggestion and doesn't need to be followed.,False
1413,A monopod is more stable than a tripod.,False
1414,A wide-angle lens can be used for portrait photography.,False
1415,The camera's autofocus is always accurate and doesn't require any adjustments.,False
1416,The histogram is not important and can be ignored in the editing process.,False
1417,Raw files are always smaller than JPEG files.,False
1418,It's not necessary to carry extra batteries or memory cards when traveling with a camera.,False
1419,A telephoto lens can be used for landscape photography.,False
1420,The flash is always needed when taking photos outside during the day.,False
1421,Setting the camera to automatic mode guarantees perfect photos in any situation.,False
1422,The white balance setting only affects black and white photos.,False
1423,It's not necessary to use a lens cap when the camera is not in use.,False
1424,Shutter speed and aperture settings have no effect on motion blur.,False
1425,Using automatic settings on the camera is the best way to learn about photography.,False
1426,Architecture is the art and science of designing and building structures.,True
1427,The ancient Greeks were known for their classical architecture style.,True
1428,Gothic architecture emerged in Europe during the High Middle Ages.,True
1429,The Great Wall of China is an example of ancient Chinese architecture.,True
1430,The Baroque architecture style originated in Italy.,True
1431,The Empire State Building in New York City was completed in the Art Deco style.,True
1432,Architecture can be studied as a profession in universities and colleges.,True
1433,Architects utilize computer-aided design (CAD) software to create blueprints.,True
1434,Frank Lloyd Wright was an American architect known for his organic architecture style.,True
1435,Bauhaus was an influential art and architecture school in Germany.,True
1436,Brutalist architecture favors raw concrete and unfinished surfaces.,True
1437,The Sagrada Familia in Barcelona is an example of the Modernisme style.,True
1438,Zaha Hadid was an Iraqi-British architect who won the Pritzker Architecture Prize in 2004.,True
1439,The Eiffel Tower in Paris was completed in 1889 for the World's Fair.,True
1440,Architecture is closely related to urban planning.,True
1441,The Taj Mahal in India was built in the Greek Revival style.,False
1442,Romanesque architecture emerged during the Renaissance.,False
1443,Architecture is solely concerned with the aesthetics of a building.,False
1444,The Art Nouveau style originated in Japan.,False
1445,The Parthenon in Athens is an example of Mesoamerican architecture.,False
1446,Art Deco architecture favors ornate details and decorations.,False
1447,Architects are not required to have a license to practice.,False
1448,Sustainable architecture is not concerned with the impact of buildings on the environment.,False
1449,The International Style focuses on blending traditional and modern styles.,False
1450,The Prairie School was a Mexican architecture movement.,False
1451,Rococo architecture is characterized by clean lines and minimalism.,False
1452,The Winchester Mystery House in California was designed by Antoni Gaudí.,False
1453,The Colosseum in Rome was built in the Egyptian Revival style.,False
1454,Brutalist architecture favors ornate and decorative elements.,False
1455,Neo-Gothic architecture emerged during the Enlightenment.,False
1456,"The human body has four main types of tissues: epithelial, connective, muscle, and nervous.",True
1457,A fever is a symptom of the body fighting infection.,True
1458,The heart is responsible for pumping oxygen-rich blood to the body's organs and tissues.,True
1459,The human body has 206 bones.,True
1460,Insulin is a hormone that regulates blood sugar levels in the body.,True
1461,Vaccines work by stimulating the body's immune system to fight against a specific disease.,True
1462,"An asthma attack can be triggered by factors such as pollution, stress, exercise, and allergies.",True
1463,The human brain controls all voluntary and involuntary movements in the body.,True
1464,An antibiotic is a type of medication that fights bacterial infections.,True
1465,The liver is responsible for filtering toxins from the blood.,True
1466,The appendix is a vestigial organ that has no significant function in the human body.,True
1467,"The human respiratory system includes organs such as the lungs, trachea, and bronchi.",True
1468,HIV attacks the body's immune system and can lead to AIDS.,True
1469,"The circulatory system is responsible for transporting nutrients, oxygen, and hormones throughout the body.",True
1470,A stroke occurs when a blood vessel in the brain is blocked or ruptured.,True
1471,Cancer is a disease characterized by the uncontrolled growth and spread of abnormal cells in the body.,True
1472,"The human immune system is made up of cells, tissues, and organs that work together to defend the body against infection and disease.",True
1473,The thyroid gland produces hormones that regulate metabolism in the body.,True
1474,An EKG is a medical test that detects abnormalities in the heart's electrical activity.,True
1475,The human digestive system starts in the mouth and ends in the anus.,True
1476,Sleep apnea is a sleep disorder in which a person's breathing repeatedly stops and starts during sleep.,True
1477,A concussion is a type of traumatic brain injury that occurs when the brain is jostled or shaken within the skull.,True
1478,"The eyeball's main parts are the retina, iris, and cornea.",True
1479,A pacemaker is a device that helps regulate an irregular heartbeat.,True
1480,The human sense of taste is closely associated with the sense of smell.,True
1481,The flu is caused by bacteria.,False
1482,All viruses can be treated with antibiotics.,False
1483,Carrots improve vision.,False
1484,All cancers are hereditary.,False
1485,Vaccines cause autism.,False
1486,Malaria is spread by contact with a person infected with the disease.,False
1487,The appendix is a necessary organ for survival.,False
1488,All individuals with a mental illness are dangerous.,False
1489,Drinking milk increases the amount of mucus in the body.,False
1490,Antibiotics are effective against viral infections.,False
1491,It is healthy to completely avoid fats in one's diet.,False
1492,A stroke can be caused by stress.,False
1493,The stomach produces hydrochloric acid to help break down food.,False
1494,Eating disorders only affect females.,False
1495,Mosquitoes breed in dirty water.,False
1496,Getting a flu vaccine gives you the flu.,False
1497,The HPV vaccine is only for females.,False
1498,All STDs have visible symptoms.,False
1499,The human body can survive without sleep for weeks.,False
1500,Drinking alcohol can improve athletic performance.,False
1501,Sugar causes hyperactivity in children.,False
1502,Using a phone near a gas pump can cause an explosion.,False
1503,A person is contagious right after they are exposed to a disease.,False
1504,Metal fillings in teeth cause cancer.,False
1505,The brain stops developing after childhood.,False.
1506,Psychology is the scientific study of behavior and mental processes.,True
1507,Freud is the father of psychoanalysis.,True
1508,Positive reinforcement involves adding a pleasant stimuli to increase the likelihood of a behavior.,True
1509,"The human brain has four lobes: frontal, parietal, temporal and occipital.",True
1510,IQ tests are typically used to measure emotional intelligence.,False
1511,The Stanford prison experiment revealed the power of social roles on behavior.,True
1512,Maslow's hierarchy of needs suggests that individuals must have their basic physiological and safety needs met before moving onto higher level needs.,True
1513,Cognitive dissonance occurs when an individual holds two or more conflicting beliefs or values.,True
1514,Operant conditioning involves a punishment to decrease the likelihood of a behavior.,False
1515,"The bystander effect suggests that the more people who are present during an emergency, the more likely individuals are to help.",False
1516,The fight-or-flight response is a physiological reaction to a perceived threat.,True
1517,A phobia is an irrational fear of something.,True
1518,The nature versus nurture debate concerns whether individuals are shaped more by genetics or environment.,True
1519,The bystander effect occurs when individuals take personal responsibility for helping in a group setting.,False
1520,The DSM-V is a diagnostic tool used to diagnose mental illnesses.,True
1521,Depression is a mood disorder characterized by feelings of sadness and hopelessness.,True
1522,Classical conditioning involves learning through the association of a neutral stimulus and a response.,True
1523,The placebo effect occurs when a treatment has a real effect on a patient's illness.,False
1524,Schizophrenia is a mental disorder characterized by delusions and hallucinations.,True
1525,The social learning theory suggests that individuals learn through observation of others' behaviors.,True
1526,The Myers-Briggs Type Indicator (MBTI) is a personality test used in psychology.,True
1527,Sensation involves the detection and encoding of stimuli by sensory receptors.,True
1528,"Sleep is critical for cognitive function, emotional regulation, and physical health.",True
1529,The bystander effect was first studied and named by Solomon Asch.,False
1530,A manic episode is a period of abnormally elevated or irritable mood.,True
1531,Personality traits are fixed and cannot change throughout an individual's life.,False
1532,Phineas Gage was an example of a case study in the field of psychology.,True
1533,Dopamine is a neurotransmitter that is associated with reward and pleasure.,True
1534,The cognitive approach in psychology focuses on mental processes such as thinking and problem solving.,True
1535,Bipolar disorder is characterized by both depressive and manic episodes.,True
1536,Sigmund Freud believed that human behavior is motivated by unconscious conflicts and desires.,True
1537,The amygdala is a brain structure that is involved in fear and emotions.,True
1538,Albert Bandura's Bobo doll experiment showed that children learn through observation and imitation.,True
1539,The number of chromosomes in an individual's DNA is 48.,False
1540,The human brain stops developing after adolescence.,False
1541,The cognitive dissonance theory was developed by B.F. Skinner.,False
1542,Bipolar disorder was formerly known as manic-depressive illness.,True
1543,The serotonin transporter gene has been linked to depression.,True
1544,Anxiety disorders are the most prevalent mental disorders in the United States.,True
1545,The scientific method is used in psychology to study behavior and mental processes.,True
1546,The dog salivating at the sound of a bell in Pavlov's experiment is an example of classical conditioning.,True
1547,Level of consciousness is typically measured using the Glasgow Coma Scale.,True
1548,Cortisol is the stress hormone that is released by the adrenal gland.,True
1549,Abraham Maslow believed that self-actualization was the highest level in his hierarchy of needs.,True
1550,Wilhelm Wundt is considered the founder of modern psychology.,True
1551,Memories are stored in the frontal lobe of the brain.,False
1552,Classical conditioning cannot be reversed.,False
1553,"According to the cognitive approach, mental processes can be studied through behavior.",False
1554,The hippocampus is responsible for storing and retrieving long-term memories.,True
1555,"DSM-5 stands for Diagnostic and Statistical Manual of Mental Disorders, 5th edition.",True
1556,People with depression often have low levels of serotonin.,True
1557,"According to the social learning theory, individuals are passive and do not actively participate in their own learning.",False
1558,"Philosophy is the study of the fundamental nature of knowledge, reality, and existence.",True
1559,"The main branch of philosophy is epistemology, which studies knowledge.",True
1560,Ethics is a branch of philosophy concerned with moral principles and values.,True
1561,Metaphysics is a branch of philosophy that studies the nature of reality.,True
1562,Socrates was a famous Greek philosopher known for his method of questioning.,True
1563,Aristotle was a student of Plato's and a tutor to Alexander the Great.,True
1564,Rene Descartes is considered to be the founder of modern philosophy.,True
1565,John Locke believed that knowledge comes only from experience.,True
1566,Immanuel Kant believed in the importance of reason and duty in ethical decision-making.,True
1567,"Friedrich Nietzsche is known for his rejection of traditional moral values and his concept of the ""will to power"".",True
1568,Existentialism is a philosophical movement that focuses on individual existence and freedom.,True
1569,"The concept of the ""cogito"" was introduced by Rene Descartes.",True
1570,Utilitarianism is an ethical theory that emphasizes the greatest good for the greatest number of people.,True
1571,Empiricism is a philosophical theory that all knowledge comes from sensory experience.,True
1572,"The theory of determinism states that all events, including human actions, are ultimately determined by causes external to the will.",True
1573,"The ""categorical imperative"" is a concept introduced by Immanuel Kant that states that actions should be taken as if they are universal laws.",True
1574,Confucianism is a Chinese ethical and philosophical system that emphasizes morality and filial piety.,True
1575,"A ""syllogism"" is a type of logical argument that applies deductive reasoning.",True
1576,"""Ontology"" is the study of the nature of existence or being.",True
1577,"The concept of ""tabula rasa"" means that individuals are born with a blank slate and all knowledge is gained through experience.",True
1578,"The ""Golden Rule"" is a principle found in many ethical and religious systems that states one should treat others as they would like to be treated.",True
1579,"The ""Allegory of the Cave"" is a famous metaphor introduced by Plato that symbolizes the ability to gain knowledge and enlightenment.",True
1580,"An ""axiom"" is a foundational proposition in mathematics or logic.",True
1581,"""Dialectic"" is a method of reasoning that involves discussions between opposing viewpoints.",True
1582,Epistemology is the study of moral principles and values.,False
1583,Metaphysics is the branch of philosophy that studies language and communication.,False
1584,Socrates wrote many philosophical texts and works.,False
1585,Immanuel Kant believed in the importance of emotion in ethical decision-making.,False
1586,Friedrich Nietzsche believed in the concept of objective truth.,False
1587,Essentialism is a philosophical movement that focuses on individual existence and freedom.,False
1588,"The concept of the ""cogito"" was introduced by Immanuel Kant.",False
1589,Utilitarianism is an ethical theory that emphasizes the happiness of the individual.,False
1590,"The ""categorical imperative"" is a concept introduced by Friedrich Nietzsche.",False
1591,Taoism is a Chinese ethical and philosophical system that emphasizes morality and filial piety.,False
1592,"A ""syllogism"" is a type of logical argument that applies inductive reasoning.",False
1593,"""Ontology"" is the study of the nature of morality.",False
1594,"The concept of ""tabula rasa"" means that individuals are born with innate knowledge and abilities.",False
1595,"The ""Golden Rule"" is a principle found only in Western ethical and religious systems.",False
1596,"The ""Allegory of the Cave"" is a metaphor introduced by Aristotle that symbolizes the relationship between the individual and society.",False
1597,"An ""axiom"" is a trivial or meaningless statement.",False
1598,"""Dialectic"" is a method of reasoning that involves agreeing with opposing viewpoints.",False
1599,Postmodernism is a philosophical movement that emphasizes objective and absolute truth.,False
1600,Plato believed that only philosophers should rule society.,False
1601,"The ""skeptical hypothesis"" is a theory introduced by John Locke that states that knowledge of the external world is impossible.",False
1602,"The ""is-ought"" problem is a dilemma introduced by Friedrich Nietzsche that states that moral propositions cannot be derived from purely factual premises.",False
1603,Deontology is an ethical theory that emphasizes the consequences of actions rather than the intentions behind them.,False
1604,"The ""trolley problem"" is a classic ethical dilemma involving utilitarianism and the value of human life.",False
1605,Solipsism is the belief that only one's own mind is certain to exist.,False
1606,The US Constitution includes 27 amendments.,True
1607,The President of the United States can serve more than two terms.,False
1608,The legal age to vote in federal elections is 21 years old.,False
1609,The Supreme Court is the highest court in the United States.,True
1610,All citizens have the right to an attorney.,True
1611,Murder is a federal crime.,False
1612,The Fifth Amendment protects citizens from self-incrimination and double jeopardy.,True
1613,A felony is a more serious crime than a misdemeanor.,True
1614,The Miranda Rights must be read to a suspect upon arrest.,True
1615,A defendant is presumed innocent until proven guilty.,True
1616,Trial by jury is a right preserved in the Sixth Amendment.,True
1617,The freedom of speech is protected by the First Amendment.,True
1618,The Bill of Rights includes the first 10 Amendments to the Constitution.,True
1619,The President has the power to declare war.,False
1620,Theft is considered a misdemeanor.,False
1621,The Emancipation Proclamation was a law that formally ended slavery.,False
1622,The term of a Supreme Court Justice is for life.,False
1623,The drinking age in the United States is 18.,False
1624,Marriage is a federal right in the United States.,True
1625,Sexual harassment is illegal in the workplace.,True
1626,All states must uphold the same laws.,False
1627,A search warrant is required for law enforcement to search a person's home.,True
1628,The United States has a common law legal system.,True
1629,International law supersedes domestic law in the United States.,False
1630,The Supreme Court has a jury.,False
1631,All laws in the United States are set by the President.,False
1632,The US Constitution can only be amended once every 100 years.,False
1633,The legal age to purchase tobacco products in the United States is 16 years old.,False
1634,A citizen can be tried twice for the same crime under double jeopardy.,False
1635,The Eighth Amendment guarantees the right to bear arms.,False
1636,A misdemeanor is a more serious offense than a felony.,False
1637,The death penalty is illegal in all states of America.,False
1638,The US legal drinking age is determined by each state.,False
1639,The Constitution of the United States guarantees the right to privacy.,False
1640,Corporal punishment is legal in American schools.,False
1641,All citizens have a right to a fair trial.,False
1642,The judicial branch of government makes laws.,False
1643,The fourth amendment of the US Constitution prohibits search and seizure.,False
1644,All American courts have the same jurisdiction.,False
1645,"Assault is a civil, not criminal, offense.",False
1646,All people have the right to a public trial.,False
1647,The Supreme Court can declare laws unconstitutional.,True
1648,The Constitution was written in 1776.,False
1649,Perjury is not a crime in the United States.,False
1650,Only citizens of the United States can be sued in US courts.,False
1651,Only lawyers can represent clients in court.,False
1652,The President has complete control over the military.,False
1653,The legal age to purchase alcohol in the US is 21 years old.,True
1654,Sociology is the study of human society.,True
1655,Psychology is the scientific study of human behavior and mental processes.,True
1656,"Anthropology is the study of human beings and their origins, cultural development, and customs.",True
1657,Political science is the study of government and politics.,True
1658,Economics is the study of how society manages its scarce resources.,True
1659,Democracy is a form of government where citizens elect their leaders.,True
1660,Monarchy is a form of government where the ruler is chosen based on their bloodline.,True
1661,Capitalism is an economic system based on private ownership and a free market.,True
1662,Communism is an economic system based on communal ownership and the absence of social classes.,True
1663,The US Constitution is the supreme law of the United States.,True
1664,"The Declaration of Independence is a statement adopted by the Continental Congress in 1776, announcing the separation of 13 of British colonies from Great Britain.",True
1665,Universal suffrage is the right of all adults to vote in political elections.,True
1666,Racism is the belief that some individuals or groups are inherently better than others based on their race.,True
1667,Gender is a social construct that refers to roles and responsibilities assigned to individuals based on their sex.,True
1668,"Stereotyping is applying characteristics to a whole group of people, based on assumptions about shared traits.",True
1669,"The Civil Rights Movement was a social movement in the United States in the 1950s and 1960s, aimed at ending segregation and discrimination against Black people.",True
1670,Load shedding is the deliberate shutdown of a portion of a power grid to prevent the failure of the entire network.,True
1671,"Climate change is a long-term change in global weather patterns, primarily caused by human activities.",True
1672,"Social media is an online platform that enables users to create, share, or exchange information, content, and ideas.",True
1673,Immigration is the act of individuals moving from one country to another for the purpose of settling in that country.,True
1674,"Pop culture comprises movies, TV shows, music, books, and other entertainment consumed by the general public.",True
1675,"Capital punishment, also known as the death penalty, is a form of punishment that involves the government putting someone to death for crimes they have committed.",True
